FALSE,Year Makes: 96 Models: 675,Nickname,Ordinal,Year,Makes: 96,Models: 675,Access Type,DLC Pack,Special Reward/Gift,Direct Access,Rarity,FE Boost,Featured Sale Deadline,Car Value,Car Division,Spec,PI,Class,S,B,H,A,L,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire/RRim,R Tire/RRim,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FM Debut,FH5 Debut,Forza Debut,Latest game,New to Forza,FM,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2011 Alfa Romeo Giulietta Quadrifoglio Verde,AR Giulietta 11,1325,2011,Alfa Romeo,Giulietta Quadrifoglio Verde,Buy Cars Base,,,,,,,"59,000",Modern Hot Hatch,Factory,387,D,2.8,1.8,2.1,2.4,,,231,251,2910,12.60,63,1742,T,Inline,4,F,FWD,225/R18,225/R18,,Forza,"350, 375, 394I, 475, 630",none,eng,Europe,Italy,Alfa Romeo Giulietta,,5,L,4,,,6.600,17.500,14.267,154.4,111.1,288.5,1.08,1.02,10.900,11701,05-Oct-23,,13-Oct-11,FM,FM4,FM,,,FM7,,FM6,FH2,DLC,,DLC,,,,6,XBO,1
FALSE,1973 Alpine A110 1600s,Renault A110,1536,1973,Alpine,A110 1600s,Autoshow,,,,Rare,,,"98,000",Classic Rally,Factory,550,C,5.0,3.0,4.4,4.1,3.1,5.3,123,106,1576,12.81,40,1605,NA,Inline,4,R,RWD,,165,no,Sport,"212, 305, 300","T, PDS",stock,Europe,France,,,2,L,4,,,6.975,20.663,15.033,138.0,160.4,397.8,0.84,0.83,13.688,12152,,05-Nov-21,30-Sep-14,FH5,FH2,,FH5,FH4,FM7,FH3,FM6,FH2,,,,,,,6,XBO,0
FALSE,2022 Alumi Craft #6165 Trick Truck,#6165 Truck,3693,2022,Alumi Craft,#6165 Trick Truck,DLC,FH5 Rally Adv,,,Epic,,,"500,000",Unlimited Offroad,Race,596,C,4.4,5.0,3.0,3.6,2.6,9.3,430,430,5750,13.37,47,6162,NA,V,8,F,RWD,,315,no,noe,"800, 850",none,stock,N. America,U.S.,,,2,L,4,,,4.882,13.679,,120.2,129.3,317.8,0.85,0.84,8.797,13339,,29-Mar-23,29-Mar-23,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2021 Alumi Craft #122 Class 1 Buggy,#122 AC Class 1,3549,2021,Alumi Craft,#122 Class 1 Buggy,DLC,FH5 Rally Adv,,,Epic,,,"300,000",Unlimited Buggies,Race,689,B,4.9,5.3,2.8,6.4,5.3,9.2,495,450,3750,7.58,38,6162,NA,V,8,R,RWD,,315,no,none,"800, 850",none,stock,N. America,U.S.,,,2,L,4,,,2.792,7.397,,134.6,130.1,322.8,0.89,0.89,4.605,13340,,29-Mar-23,29-Mar-23,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2015 Alumi Craft Class 10 Race Car,Alumi Craft C.10,2552,2015,Alumi Craft,Class 10 Race Car,"Autoshow, WS",,,,Epic,,,"300,000",Unlimited Buggies,Race,642,B,4.4,4.8,3.8,5.0,4.1,10.0,196,190,2200,11.22,45,2384,NA,Inline,4,R,RWD,,265,no,none,300,none,stock,N. America,U.S.,,side,2,L,4,,,5.079,16.433,14.367,121.9,132.6,326.9,0.91,0.91,11.354,12551,,05-Nov-21,23-Sep-16,FH5,FH3,,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO,0
FALSE,2015 Alumi Craft Class 10 Race Car Forza Edition,Alumi Craft FE,,2015,Alumi Craft,Class 10 Race Car Forza Edition,Exclusive,,,,FE,Destruction,,"350,000",Offroad Buggies,Upgraded,679,B,5.3,6.3,6.5,6.8,8.1,,196,190,2200,11.22,45,2384,NA,Inline,4,R,RWD,,265,no,Preset,300,none,stock,N. America,U.S.,,side,2,L,4,,,5.581,17.079,,122.9,158.4,389.3,0.86,0.85,11.498,12953,,,28-Sep-18,FH4,FH4,,,FE,,,,,,,,,,,1,XBO,0
FALSE,1977 AMC Pacer X,AMC Pacer,,1977,AMC,Pacer X,,,,,,,,,Hot Hatch Genesis,Factory,209,E,4.3,3.3,3.5,4.5,5.1,,120,212,3425,28.54,55,4229,NA,Inline,6,F,RWD,,,,,,,stock,N. America,U.S.,,,3,L,4,,IMC?,13.381,43.880,18.583,113.6,150.6,381.5,0.93,0.88,30.499,11886,,,01-May-12,FM7,FM4,,,,FM7,cu,,,,,DLC,,,,3,XBO,0
FALSE,1973 AMC Gremlin X,AMC Gremlin,1482,1973,AMC,Gremlin X,"Autoshow, WS",,,,Common,,,"35,000",Cult Cars,Factory,403,D,4.0,2.3,3.9,3.4,3.4,5.2,150,245,2840,18.93,54,4971,NA,V,8,F,RWD,,205,Both,Hood,"415, 475d, 640, 425, 700","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,9.600,25.083,,112.1,173.4,424.6,0.78,0.78,15.483,11914,,05-Nov-21,03-Jul-12,FH5,FM4,,FH5,FH4,,DLC,,,,,DLC,,,,4,XBO,0
FALSE,1965 Alfa Romeo Giulia Sprint GTA Stradale,AR GTA '65,1150,1965,Alfa Romeo,Giulia Sprint GTA Stradale,Reward,FM Update 4,BC Open Tour,,Rare,,,"300,000",Vintage Sport Compact,Factory,263,E,1.0,1.0,1.0,1.8,3.2,5.3,115,105,1751,15.23,54,1570,NA,Inline,4,F,RWD,165/R14,165/R14,Both,Street,"212, 245, 350, 562, 630","T, CS",stock,Europe,Italy,Alfa Romeo Giulia,,2,L,4,,,7.900,23.981,15.633,123.3,130.2,336.7,0.95,0.87,16.081,11460,18-Jan-24,15-Aug-23,27-Oct-09,FM,FM3,R,cu,FH4,FM7,FH3,FM6,,FM5,,FM4,DLC,,,9,XBO,1
FALSE,2017 Alpine A110,Alpine A110 '17,2973,2017,Alpine,A110,Buy Cars Base,,,,Epic,,,"100,000",Modern Sport Coupe,Factory,570,B,3.7,2.9,3.1,4.2,,,248,236,2432,9.81,44,1798,T,Inline,4,M,RWD,205/R18,205/R18,Both,Forza,"350, 375, 475, 630",none,no,Europe,France,,,2,L,4,,,4.620,10.320,13.020,168.0,112.3,283.1,1.15,1.16,5.700,13122,05-Oct-23,05-Nov-21,12-Dec-19,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2554 AMG Transport Dynamics M12S Warthog CST,M12S Warthog CST,2574,2554,AMG Transport Dynamics,M12S Warthog CST,"Autoshow, WS",,,,Legendary,,,"850,000",Unlimited Offroad,Fantasy,719,A,4.2,6.7,4.0,8.6,10.0,10.0,720,855,5071,7.04,54,8003,TT,V,8,F,AWD,,420,no,none,"800, 850",none,no,N. America,U.S.,,Yes,2,L,4,,Heavy,3.535,9.229,,116.9,118.9,268.8,0.96,0.96,5.694,12552,,05-Nov-21,23-Sep-16,FH5,FH3,,FH5,FH4,,cu,,,,,,,,,3,XBO,0
FALSE,1990 Alpine GTA Le Mans,Alpine GTA '90,2426,1990,Alpine,GTA Le Mans,Buy Cars Base,,,,,,,"74,000",Sport Touring Classics,Factory,374,D,2.7,2.0,2.3,2.4,,,197,214,2624,13.32,39,2458,T,V,6,R,RWD,205/R16,255/R17,,Forza,"375, 394F, 475, 630, 788",none,eng,Europe,France,,,2,L,4,,,6.900,18.000,14.583,153.1,114.4,301.9,1.10,1.04,11.100,12664,05-Oct-23,,07-Feb-17,FM,FH3,FM,,,FM7,DLC,,,,,,,,,3,XBO,1
FALSE,2018 Apollo Intensa Emozione 'Welcome Pack',Apollo IE WP,3682,2018,Apollo,Intensa Emozione 'Welcome Pack',DLC Autoshow,FH5 Welcome Pack,Gift w/DLC,,Common,,,"1,500,000",Extreme Track Toys,Upgraded,998,S2,7.6,10.0,10.0,7.9,8.6,3.8,930,634,2480,2.67,45,6300,NA,V,12,M,RWD,,,no,Adjustable,"750, 850",TT,stock,Europe,Germany,,,2,R,4,,,2.547,5.139,,211.0,66.5,146.7,1.78,2.33,2.592,13210,,05-Nov-21,05-Nov-21,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2016 Ariel Nomad,Ariel Nomad,2430,2016,Ariel,Nomad,"Autoshow, WS",,,,Rare,,,"93,000",Unlimited Buggies,Factory,711,A,5.2,4.2,4.7,6.5,7.2,8.1,236,221,1477,6.26,38,2354,NA,Inline,4,R,RWD,,235,no,Rally lights,"300, 475(3L)","T, PDS",stock,Europe,U.K.,,Yes,2,R,4,,OR,3.400,8.700,11.783,143.9,132.9,327.5,0.96,0.95,5.300,12553,,05-Nov-21,23-Sep-16,FH5,FH3,,FH5,FH4,FM7,FH3,,,,,,,,,4,XBO,0
FALSE,1971 AMC Javelin AMX,AMC Javelin '71,1267,1971,AMC,Javelin AMX,Buy Cars Base,,,,Rare,,,"75,000",Vintage Muscle,Factory,357,D,1.0,1.2,1.3,2.4,,,330,430,3445,10.44,53,3445,NA,V,8,F,RWD,215/R14,215/R14,Rear,Hood,"302, 415, 425, 565, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.480,14.481,14.283,128.0,117.3,314.7,1.00,0.94,8.001,11669,05-Oct-23,08-Dec-22,14-Dec-10,FM,FM3,FM,cu,FH4,FM7,FH3,FM6,FH2,FM5,DLC,FM4,DLC,,,11,XBO,1
FALSE,2012 Ascari KZ1R,Ascari KZ1R,1451,2012,Ascari,KZ1R,Seasonal,Series 6 cu,,,Epic,,,"250,000",Modern Supercars,Race,829,S1,7.9,5.9,7.3,5.9,5.2,4.9,520,398,2976,5.72,46,4948,NA,V,8,M,RWD,,335,Both,Forza,750,"TT, CS",stock,Europe,U.K.,,,2,L,4,,,3.700,8.182,,217.0,109.3,260.8,1.16,1.28,4.482,11915,,31-Mar-22,03-Jul-12,FH5,FM4,,cu,FH4,,,,,,FH1,DLC,,,,4,XBO,0
FALSE,"1970 AMC Rebel ""The Machine""",AMC Rebel '70,1572,1970,AMC,"Rebel ""The Machine""",Buy Cars Base,,,,Rare,,,"71,000",Street Drag Racers,Factory,339,D,1.9,1.1,1.0,2.6,,,340,427,3650,10.74,55,6392,NA,V,8,F,RWD,215/R15,215/R15,Both,Hood,"302, 415, 425, 565, 640, 788, 825","TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.400,14.500,13.900,143.9,127.1,331.5,0.96,0.90,8.100,12223,05-Oct-23,29-Dec-22,05-May-15,FM,FH2,FM,cu,cu,FM7,FH3,FM6,DLC,,,,,,,7,XBO,1
FALSE,2018 Apollo Intensa Emozione,Apollo IE '18,3141,2018,Apollo,Intensa Emozione,Buy Cars Base,,,,Legendary,,17-Jan-2024,"431,000",Modern Hypercars,Factory,906,P,6.6,7.2,7.1,7.7,,,780,560,2756,3.53,45,6300,NA,V,12,M,RWD,265/,325/,no,Adjustable,"565, 603, 640, 690, 825",TT,stock,Europe,Germany,,,2,R,4,,,2.600,5.200,9.950,207.3,83.9,211.3,1.44,1.82,2.600,13090,05-Oct-23,05-Nov-21,07-May-19,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2021 Aston Martin DBX,AM DBX '21,3580,2021,Aston Martin,DBX,DLC Autoshow,FH5 Car Pass,Gift w/DLC,,Rare,,,"200,000",Sports Utility Heroes,Factory,732,A,6.5,5.2,5.3,5.9,6.1,6.3,543,516,4949,9.11,54,3982,TT,V,8,F,AWD,,325,Both,Forza,"602, 608, 750, 1042",none,eng,Europe,U.K.,,,5,L,4,,,4.600,10.583,,178.4,107.2,265.5,1.03,1.02,5.983,13301,,23-Jun-22,23-Jun-22,FH5,FH5,,DLC,,,,,,,,,,,,1,XBO,0
FALSE,2013 Ariel Atom 500 V8,Ariel Atom '13,1651,2013,Ariel,Atom 500 V8,Buy Cars Base,,,,Epic,,,"327,000",Track Toys,Factory,794,S,3.7,5.4,5.2,7.8,,,475,268,1433,3.02,36,2970,NA,V,8,M,RWD,/R15,245/R16,no,Forza,"212, 350, 475, 630, 788",TT,stock,Europe,U.K.,,Yes,2,R,4,,"OT, SS?",3.000,5.700,10.050,170.3,95.1,239.1,1.31,1.49,2.700,12052,05-Oct-23,05-Nov-21,22-Nov-13,FM,FM5,FM,FH5,HTF,FM7,FH3,FM6,FH2,FM5,,,,,,8,XBO,1
FALSE,2023 Aston Martin Valkyrie,AM Valkyrie '23,2968,2023,Aston Martin,Valkyrie,Buy Cars Base,FM Update 3,,,,,10-Jan-2024,"471,000",Modern Hypercars,Factory,999,X,7.4,10.0,9.8,9.0,,,1140,663,2271,1.99,40,6500,NA,V,12,M,RWD,265/R20,325/,,Adjustable,"603, 630, 1183",none,,Europe,U.K.,Aston Martin Valkyrie,,2,R,4,,,,,17.617,,,,1.59,2.31,.000,13454,04-Jan-24,25-Dec-23,25-Dec-23,FM,FH5,S,cu,,,,,,,,,,,,2,XBO,1
FALSE,2022 Aston Martin Valkyrie AMR Pro,AM AMR Pro '22,3631,2022,Aston Martin,Valkyrie AMR Pro,Buy Cars DLC,FM Car Pass,Gift w/DLC,,,,,"390,000",Modern Factory Racecars,Race,999,X,8.1,10.0,10.0,10.0,,,1000,545,2205,2.21,42,6500,NA,V,12,M,RWD,305/R18,355/R18,,Adjustable,none,none,,Europe,U.K.,Aston Martin Valkyrie,,2,R,4,,,2.750,4.250,14.267,223.6,87.6,183.0,2.09,3.77,1.500,,31-Jan-24,29-Feb-24,31-Jan-24,FM,FH5,DLC,cu,,,,,,,,,,,,2,XBO,1
FALSE,2019 Aston Martin DBS Superleggera,AM DBS '19,3185,2019,Aston Martin,DBS Superleggera,Buy Cars Base,,,,Epic,,,"244,000",Modern Exotic GT,Factory,727,S,7.1,3.8,3.4,5.8,,,715,663,3966,5.55,51,5204,TT,V,12,F,RWD,265/R21,305/R21,Both,Street,"603, 630",none,eng,Europe,U.K.,,,2,L,4,,,3.400,6.400,11.283,214.5,101.1,260.2,1.18,1.21,3.000,13104,05-Oct-23,05-Nov-21,01-Aug-19,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2019 Aston Martin Valhalla Concept Car,AM Valhalla '19,3364,2019,Aston Martin,Valhalla Concept Car,Buy Cars Base,,,,Legendary,,,"431,000",Modern Hypercars,Factory,927,P,8.5,6.2,6.1,10.0,,,1042,995,3097,2.97,41,2990,T,V,6,M,AWD,275/R19,345/R20,no,Forza,"603, 630, 788",none,eng,Europe,U.K.,,,2,L,4,,,1.850,3.750,9.200,239.4,95.5,223.2,1.36,1.64,1.900,13211,05-Oct-23,05-Nov-21,05-Nov-21,FM,FH5,FM,FH5,,,,,,,,,,,,2,XBO,1
FALSE,2017 Aston Martin DB11,AM DB11,2527,2017,Aston Martin,DB11,"Autoshow, WS",,,,Epic,,,"300,000",Super GT,Factory,787,A,7.3,6.1,6.5,5.7,6.1,4.7,608,516,4134,6.80,51,5204,TT,V,12,F,RWD,,295,Both,Forza,none,none,no,Europe,U.K.,,,2,L,4,,BRG,3.686,7.885,11.667,201.8,105.1,252.5,1.07,1.12,4.199,12658,,05-Nov-21,07-Feb-17,FH5,FH3,,FH5,FH4,FM7,DLC,,,,,,,,,4,XBO,0
FALSE,2017 Aston Martin DB11 PreOrder Car,AM DB11 PO,,2017,Aston Martin,DB11 PreOrder Car,DLC promo,,,,Epic,,,"300,000",Super GT,Upgraded,900,S1,8.9,8.7,8.2,6.7,8.3,,800,646,2866,3.58,51,5204,,V,12,F,RWD,,,no,,,,,Europe,U.K.,,,2,L,4,,,,,,,,,,,,12954,,,28-Sep-18,FH4,FH4,,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2019 Aston Martin Vantage,AM Vantage '19,3091,2019,Aston Martin,Vantage,Buy Cars Base,,,,Epic,,,"135,000",Modern Sport GT,Factory,665,A,5.6,3.6,3.6,4.5,,,503,505,3494,6.95,50,3982,TT,V,8,F,RWD,255/R20,295/R20,Both,"WB, Forza","562, 565, 630, 788",none,eng,Europe,U.K.,Aston Martin Vantage,,2,R,4,,,3.762,8.679,12.000,193.5,102.5,261.9,1.20,1.23,4.917,13036,05-Oct-23,05-Nov-21,22-Nov-18,FM,FH4,FM,FH5,DLC,,,,,,,,,,,3,XBO,1
FALSE,2018 Aston Martin #97 AMR Vantage GTE,#97 Vantage GTE,3762,2018,Aston Martin,#97 AMR Vantage GTE,Reward,FM Update 11,BC Road to Race Tour,,,,,"311,000",Forza GT2,Race,822,R,4.5,6.7,6.8,6.4,,,536,516,2910,15.65,50,4000,TT,V,8,F,RWD,300/R18,310/R18,,Adjustable,none,none,,Europe,U.K.,Aston Martin Vantage,,2,L,4,,,3.100,6.600,10.900,179.1,86.3,213.0,1.46,1.71,3.500,,04-Sep-24,,04-Sep-24,FM,FM,R,,,,,,,,,,,,,1,XBO,1
FALSE,2017 Aston Martin #7 Aston Martin Racing V12 Vantage GT3,AM #7 Vantage,2860,2017,Aston Martin,#7 Aston Martin Racing V12 Vantage GT3,Buy Cars Base,,,,,,,"311,000",Forza GT3,Race,833,R,4.7,6.7,6.8,6.4,,,600,516,2943,4.91,52,5900,NA,V,12,F,RWD,300/R18,315/R18,,Adjustable,none,none,stock,Europe,U.K.,Aston Martin Vantage,,2,L,4,,,3.200,6.400,10.733,182.2,85.2,208.5,1.46,1.70,3.200,12870,05-Oct-23,,15-Feb-18,FM,FM7,FM,,,DLC,,,,,,,,,,2,XBO,1
FALSE,2016 Aston Martin Vulcan Forza Edition,AM Vulcan FE,,2016,Aston Martin,Vulcan Forza Edition,Exclusive,,,,FE,Clean Skills,,"1,750,000",Extreme Track Toys,Upgraded,955,S2,8.1,10.0,10.0,7.5,9.0,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,,345,no,Preset,"750, 820",none,stock,Europe,U.K.,,,2,L,4,,,,,,,,,,,.000,12955,,,28-Sep-18,FH4,FH4,,,FE,,,,,,,,,,,1,XBO,0
FALSE,2017 Aston Martin Vanquish Zagato Coupe,AM Vanquish '17,3125,2017,Aston Martin,Vanquish Zagato Coupe,Buy Cars Base,,,,Epic,,,"137,000",Modern Exotic GT,Factory,675,A,6.1,3.8,3.5,4.7,,,595,464,3891,6.54,51,5935,NA,V,12,F,RWD,255,305,Both,Forza,"394I, 562, 565, 603, 630","TT, PDS",stock,Europe,U.K.,Aston Martin Vanquish,,2,R,4,,,3.968,8.163,11.867,200.7,103.7,252.7,1.19,1.21,4.195,13105,05-Oct-23,,01-Aug-19,FM,FH4,FM,cu,cu,,,,,,,,,,,3,XBO,1
FALSE,2017 Aston Martin Vulcan AMR Pro,AM Vulcan AMR 17,3211,2017,Aston Martin,Vulcan AMR Pro,Buy Cars Base,,,,Legendary,,,"328,000",Modern Factory Racecars,Race,885,R,5.8,7.6,7.5,6.4,,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,305/R19,345/R19,Both,Adjustable,"603, 630",none,stock,Europe,U.K.,Aston Martin Vulcan,,2,L,4,,HR,3.000,5.816,10.583,197.1,89.6,212.0,1.48,1.86,2.816,13128,05-Oct-23,05-Nov-21,10-Feb-20,FM,FH4,FM,FH5,cu,,,,,,,,,,,3,XBO,1
FALSE,2012 Aston Martin V12 Zagato,AM V12 Zagato,,2012,Aston Martin,V12 Zagato,,,,,,,,,Sport GT,Factory,622,A,7.4,5.3,5.4,7.9,,,510,420,3704,7.26,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,4.083,9.200,12.200,199.1,130.5,335.7,1.18,1.22,5.117,12308,,,15-Sep-15,FM7,FM6,,,,FM7,FH3,DLC,,,,,,,,3,XBO,0
FALSE,2012 Aston Martin Vanquish,AM Vanquish,,2012,Aston Martin,Vanquish,,,,,Epic,,,"348,000",Super GT,Factory,802,S1,7.9,7.5,7.0,6.7,8.3,,565,457,3834,6.79,51,5935,NA,V,12,F,RWD,,305,Front,Forza,none,TT,stock,Europe,U.K.,,,2,L,4,,,4.200,8.800,11.933,200.1,134.3,331.0,0.96,1.02,4.600,12009,,,02-Apr-13,FH4,FH1,,,FH4,FM7,FH3,FM6,FH2,FM5,DLC,,,,,7,XBO,0
FALSE,2012 Aston Martin Vanquish (Ltd. Ed.),,,2012,Aston Martin,Vanquish (Ltd. Ed.),DLC promo,,,,,,,,Modern GT,Upgraded,,,,,,,,,620,500,3417,5.51,,,,,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,4.181,,,195.4,,,,,,12053,,,22-Nov-13,FM5,FM5,,,,,,,,DLC,,,,,,1,XBO,0
FALSE,2012 Aston Martin Virage,,,2012,Aston Martin,Virage,DLC promo,,,,,,,,Sports,Factory,555,A,,,,,,,490,420,3935,8.03,,6000,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,4.500,,,197.1,,,,,,11825,,,01-Nov-11,FH1,FM4,,,,,,,,,DLC,DLC,,,,2,360,0
FALSE,2011 Aston Martin #009 Aston Martin Racing AMR One,,,2011,Aston Martin,#009 Aston Martin Racing AMR One,,,,,,,,,P1 Racing,Race,976,R1,,,,,,,540,435,1984,3.67,,,,,6,M,RWD,,,,,,,,Europe,U.K.,,Yes,2,R,4,,,2.500,5.800,,204.6,,,,,,11877,,,03-Apr-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Aston Martin #6 Muscle Milk Aston Martin Lola,,,2011,Aston Martin,#6 Muscle Milk Aston Martin Lola,,,,,,,,,P1 Racing,Livery,989,R1,,,,,,,653,516,1984,3.04,,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,3.100,,,209.7,,,,,,11731,,,14-Oct-11,FM4,FM4,,,,,,,,,,FM4,,,,1,360,0
FALSE,2011 Aston Martin Cygnet,,,2011,Aston Martin,Cygnet,,,,,,,,,City,Factory,157,F,,,,,,,97,82,2178,22.45,,,,,4,F,FWD,,,,,,,,Europe,U.K.,,,3,R,4,,,11.400,,,110.8,,,,,,11903,,,05-Jun-12,FM4,FM4,,,,,,,,,,DLC,,,,1,360,0
FALSE,2011 Aston Martin V12 Zagato (Villa d'Este),,,2011,Aston Martin,V12 Zagato (Villa d'Este),,,,,,,,,Super GT,Factory,842,S1,7.6,9.0,7.5,8.3,8.4,,510,420,3197,6.27,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,4.100,9.000,,201.5,105.6,266.0,1.21,1.28,4.900,11868,,,06-Mar-12,FH2,FM4,,,,,,,FH2,DLC,FH1,DLC,,,,4,XBO,0
FALSE,2010 Aston Martin One-77,AM One-77,1181,2010,Aston Martin,One-77,Seasonal,Series 13 cu,,,Legendary,,,"1,400,000",Super GT,Factory,843,S1,8.0,6.9,6.8,6.2,6.7,4.5,750,553,3307,4.41,49,7312,NA,V,12,F,RWD,,335,Both,Forza,none,TT,stock,Europe,U.K.,,,2,L,4,,CS,3.485,6.884,11.240,210.1,95.5,225.6,1.13,1.19,3.399,11599,,03-Nov-22,12-Jan-10,FH5,FM3,,cu,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,10,XBO,0
FALSE,2010 Aston Martin Rapide,,,2010,Aston Martin,Rapide,,,,,,,,,Sedan,Factory,517,A,8.6,5.1,5.2,7.0,7.2,,470,442,4299,9.15,51,5935,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,4,L,4,,,5.084,11.300,,198.8,137.1,351.0,0.89,0.90,6.216,11609,,,08-Mar-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2010 Aston Martin V12 Vantage,,,2010,Aston Martin,V12 Vantage,,,,,,,,,Sports,Factory,561,A,8.2,5.6,5.7,7.7,7.5,,511,420,3704,7.25,51,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,R,4,,,4.400,9.700,,200.5,123.8,320.2,0.96,0.97,5.300,11610,,,08-Mar-10,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2009 Aston Martin #007 Aston Martin Lola,,,2009,Aston Martin,#007 Aston Martin Lola,,,,,,,,,P1 Racing,Race,989,R1,,,,,,,653,516,1984,3.04,45,5900,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.100,,,209.7,,,,,,11589,,,08-Dec-09,FM4,FM3,,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2008 Aston Martin #008 Bell Motorsports DBR9,,,2008,Aston Martin,#008 Bell Motorsports DBR9,,,,,,,,,GT1,Livery,826,R2,6.7,7.6,7.5,8.3,7.1,,625,,2425,3.88,,,,,12,F,RWD,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,11463,,,27-Oct-09,FM3,FM3,,,,,,,,,,,FM3,,,1,360,0
FALSE,2008 Aston Martin #009 Aston Martin Racing DBR9,,,2008,Aston Martin,#009 Aston Martin Racing DBR9,,,,,,,,,GT1,Livery,825,R2,,,,,,,625,550,2425,3.88,,,,,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,3.600,,,185.4,,,,,,11464,,,27-Oct-09,FM4,FM3,,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2016 Aston Martin Vulcan,AM Vulcan '16,2470,2016,Aston Martin,Vulcan,Buy Cars Base,,,,Legendary,,,"321,000",Modern Factory Racecars,Race,865,R,5.8,7.3,7.3,6.4,,,820,590,2998,3.66,54,6949,NA,V,12,F,RWD,305/R19,345/R19,Both,Adjustable,"603, 630",none,stock,Europe,U.K.,Aston Martin Vulcan,,2,L,4,,,3.000,5.700,10.667,195.8,92.6,219.0,1.46,1.81,2.700,12624,05-Oct-23,,04-Oct-16,FM,FH3,FM,,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2008 Aston Martin Team Forza DBS,,,2008,Aston Martin,Team Forza DBS,DLC promo,,,,,,,,Exotic GT,Upgraded,,,8.0,6.2,6.2,9.0,,,760,570,2994,3.94,52,,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,2.900,5.900,,215.2,114.4,280.8,1.31,1.44,3.000,12153,,,30-Sep-14,FM6,FH2,,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,2006 Aston Martin #007 Aston Martin Racing DBR9,#07 AM DBR9,,2006,Aston Martin,#007 Aston Martin Racing DBR9,,,,,,,,,Forza GT,Race,881,R,6.9,7.4,7.4,9.1,,,625,550,2425,3.88,50,,NA,V,12,F,RWD,,,,,,,stock,Europe,U.K.,,,2,L,4,,,3.600,6.200,11.100,187.2,115.6,256.2,1.49,1.81,2.600,11462,,,27-Oct-09,FM7,FM3,,,,FM7,,FM6,,FM5,,FM4,FM3,,,5,XBO,0
FALSE,2005 Aston Martin DB9 Coupe,,,2005,Aston Martin,DB9 Coupe,,,,,,,,,Sports,Factory,526,A,,,,,,,450,420,3880,8.62,,,,V,12,F,RWD,,,,,,,,Europe,U.K.,,,2,L,4,,,4.800,,,185.4,,,,,,11008,,,03-May-05,FM4,FM1,,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2005 Aston Martin Forza Motorsport DB9 Coupe,,,2005,Aston Martin,Forza Motorsport DB9 Coupe,DLC promo,,,,,,,,Coupe,Upgraded,661,S,7.2,6.2,6.2,7.4,7.0,,623,522,3111,4.99,,,,,12,F,RWD,,,,,,,,Europe,England,,,2,L,4,,,,,,,,,,,,11466,,,27-Oct-09,FM3,FM3,,,,,,,,,,,DLC,,,1,360,0
